"","family","type","count","length","lang","relative_frequency","random_baseline","min_baseline"
"158","Turkic","taahhü",2,6,"Turkish",0.00112233445566779,10,4
"159","Turkic","ürriyetlerin",2,12,"Turkish",0.00112233445566779,6,4
"160","Turkic","yerine",2,6,"Turkish",0.00112233445566779,7,4
"161","Turkic","gerek",2,5,"Turkish",0.00112233445566779,8,4
"162","Turkic","ahalisi",2,7,"Turkish",0.00112233445566779,8,4
"163","Turkic","gerekse",2,7,"Turkish",0.00112233445566779,11,4
"164","Turkic","alt",2,3,"Turkish",0.00112233445566779,6,4
"165","Turkic","ındaki",2,6,"Turkish",0.00112233445566779,10,4
"166","Turkic","aras",2,4,"Turkish",0.00112233445566779,11,4
"167","Turkic","sağ",2,3,"Turkish",0.00112233445566779,6,4
"168","Turkic","gayret",2,6,"Turkish",0.00112233445566779,2,4
"169","Turkic","amac",2,4,"Turkish",0.00112233445566779,4,4
"170","Turkic","siyasi",2,6,"Turkish",0.00112233445566779,4,4
"171","Turkic","di",2,2,"Turkish",0.00112233445566779,10,4
"172","Turkic","ğer",2,3,"Turkish",0.00112233445566779,9,4
"173","Turkic","şe",2,2,"Turkish",0.00112233445566779,4,4
"174","Turkic","fark",2,4,"Turkish",0.00112233445566779,4,4
"175","Turkic","özetilmeksizin",2,14,"Turkish",0.00112233445566779,2,4
"176","Turkic","olunan",2,6,"Turkish",0.00112233445566779,7,4
"177","Turkic","bundan",2,6,"Turkish",0.00112233445566779,7,4
"178","Turkic","şka",2,3,"Turkish",0.00112233445566779,7,4
"179","Turkic","bulundu",2,7,"Turkish",0.00112233445566779,4,4
"180","Turkic","hiçbir",2,6,"Turkish",0.00112233445566779,1,4
"181","Turkic","ki",2,2,"Turkish",0.00112233445566779,7,4
"182","Turkic","ölelik",2,6,"Turkish",0.00112233445566779,6,4
"183","Turkic","muamelelere",2,11,"Turkish",0.00112233445566779,6,4
"184","Turkic","ınmas",2,5,"Turkish",0.00112233445566779,6,4
"185","Turkic","ılacak",2,6,"Turkish",0.00112233445566779,8,4
"186","Turkic","gerekli",2,7,"Turkish",0.00112233445566779,3,4
"187","Turkic","ış",2,2,"Turkish",0.00112233445566779,10,4
"188","Turkic","ılır",2,4,"Turkish",0.00112233445566779,8,4
"189","Turkic","ötürü",2,5,"Turkish",0.00112233445566779,12,4
"190","Turkic","ailesi",2,6,"Turkish",0.00112233445566779,3,4
"191","Turkic","tecav",2,5,"Turkish",0.00112233445566779,6,4
"192","Turkic","üzlere",2,6,"Turkish",0.00112233445566779,5,4
"193","Turkic","korunmaya",2,9,"Turkish",0.00112233445566779,2,4
"194","Turkic","devletin",2,8,"Turkish",0.00112233445566779,6,4
"195","Turkic","ınırları",2,8,"Turkish",0.00112233445566779,7,4
"196","Turkic","memleketi",2,9,"Turkish",0.00112233445566779,7,4
"197","Turkic","dahil",2,5,"Turkish",0.00112233445566779,6,4
"198","Turkic","ülteci",2,6,"Turkish",0.00112233445566779,8,4
"199","Turkic","uyrukluk",2,8,"Turkish",0.00112233445566779,11,4
"200","Turkic","ırk",2,3,"Turkish",0.00112233445566779,9,4
